Istasyon_No,Istasyon_Adi,YIL,AY,GUN,SAAT,RADYASYON,Bulutluluk_Miktari_8_Okta
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,9.0,940.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,11.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,12.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,14.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,15.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,16.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,17.0,70.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,17.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,4.0,110.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,5.0,290.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,6.0,490.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,7.0,670.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,8.0,820.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,11.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,12.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,14.0,630.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,15.0,440.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,16.0,230.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,17.0,70.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,18.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,6.0,480.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,7.0,670.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,8.0,820.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,9.0,930.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,10.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,11.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,12.0,930.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,13.0,760.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,14.0,650.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,15.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,16.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,17.0,70.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,19.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,6.0,480.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,7.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,11.0,970.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,12.0,900.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,13.0,750.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,14.0,640.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,15.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,16.0,220.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,20.0,18.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,4.0,110.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,5.0,290.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,6.0,490.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,7.0,670.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,8.0,830.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,9.0,940.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,10.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,11.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,12.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,13.0,750.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,14.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,15.0,450.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,16.0,230.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,17.0,70.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,21.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,4.0,110.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,5.0,290.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,6.0,500.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,7.0,680.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,8.0,840.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,9.0,940.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,11.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,12.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,13.0,750.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,14.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,15.0,430.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,16.0,230.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,22.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,6.0,470.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,7.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,9.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,11.0,970.0,2.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,12.0,890.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,13.0,730.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,14.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,15.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,16.0,210.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,23.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,11.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,12.0,900.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,13.0,730.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,14.0,610.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,15.0,400.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,16.0,200.0,1.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,24.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,5.0,260.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,8.0,800.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,9.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,10.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,11.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,12.0,890.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,13.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,14.0,620.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,15.0,430.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,16.0,220.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,25.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,6.0,470.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,7.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,11.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,12.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,14.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,15.0,430.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,16.0,220.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,17.0,60.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,26.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,5.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,6.0,480.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,7.0,670.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,8.0,830.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,9.0,930.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,11.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,12.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,14.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,15.0,420.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,16.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,27.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,4.0,100.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,5.0,260.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,11.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,12.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,13.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,14.0,610.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,15.0,420.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,16.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,28.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,4.0,90.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,5.0,260.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,11.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,12.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,14.0,610.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,15.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,16.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,29.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,4.0,90.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,5.0,250.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,6.0,450.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,7.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,8.0,800.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,9.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,10.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,11.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,12.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,13.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,14.0,510.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,15.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,16.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,30.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,4.0,90.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,5.0,260.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,8.0,810.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,9.0,920.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,10.0,980.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,11.0,990.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,12.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,13.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,14.0,620.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,15.0,420.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,16.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,7.0,31.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,4.0,90.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,5.0,260.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,6.0,460.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,7.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,8.0,800.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,9.0,910.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,10.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,11.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,12.0,880.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,13.0,720.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,14.0,590.0,1.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,15.0,390.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,16.0,180.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,17.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,1.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,4.0,80.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,5.0,250.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,6.0,450.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,7.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,8.0,780.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,9.0,890.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,10.0,950.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,11.0,950.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,12.0,890.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,13.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,14.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,15.0,390.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,16.0,180.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,17.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,2.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,2.0,10.0,1.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,4.0,80.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,5.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,6.0,440.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,7.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,8.0,790.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,9.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,10.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,11.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,12.0,880.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,13.0,720.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,14.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,15.0,400.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,16.0,190.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,3.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,4.0,80.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,5.0,250.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,6.0,450.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,7.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,8.0,790.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,9.0,900.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,10.0,960.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,11.0,970.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,12.0,890.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,13.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,14.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,15.0,400.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,16.0,180.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,17.0,50.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,4.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,3.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,4.0,80.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,5.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,6.0,440.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,7.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,8.0,780.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,9.0,890.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,10.0,940.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,11.0,940.0,1.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,12.0,880.0,1.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,13.0,730.0,1.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,14.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,15.0,400.0,0.0
17220.0,İZMİR BÖLGE,2020.0,8.0,5.0,16.0,180.0,0.0
